"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.083deg 8d NPP","ETOPO1 Elevation","MODIS Ocean Aqua OceanColor 4km 8d Daytime SST"
"1940489699","true","2011-12-13 00:22:57.000","7.231573465","-69.89723462","276859.577-2181898.996","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-81","NaN"
"1940489700","true","2011-12-13 00:52:57.000","7.25831616","-69.82244958","278932.4841-2190049.297","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-253","NaN"
"1940489701","true","2011-12-13 01:22:57.000","7.311297339","-69.71319766","282509.6616-2201888.067","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-377","NaN"
"1940489702","true","2011-12-13 01:52:57.000","7.389326812","-69.59585736","287193.4346-2214496.697","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-1105","NaN"
"1940489703","true","2011-12-13 02:22:57.000","7.488740201","-69.48424186","292660.4848-2226357.928","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-1996","NaN"
"1940489704","true","2011-12-13 02:52:57.000","7.58630658","-69.3721707","298104.686-2238271.107","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2058","NaN"
"1940489705","true","2011-12-13 03:22:57.000","7.669772191","-69.26240971","303002.6151-2249995.073","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2402","NaN"
"1940489706","true","2011-12-13 03:52:57.000","7.706240444","-69.21023808","305216.9352-2255582.883","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2674","NaN"
"1940489707","true","2011-12-13 04:22:57.000","7.704901249","-69.20691751","305214-2255958","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2672","NaN"
"1940489708","true","2011-12-13 04:52:57.000","7.702407245","-69.20547589","305137.4085-2256131.045","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2672","NaN"
"1940489709","true","2011-12-13 05:22:57.000","7.690113208","-69.19836607","304759.697-2256984.418","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2625","NaN"
"1940489710","true","2011-12-13 05:52:57.000","7.57122283","-69.14355605","300883.4261-2263688.571","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2237","NaN"
"1940489711","true","2011-12-13 06:22:57.000","7.407078487","-69.06291767","295559.9773-2273486.652","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-2510","NaN"
"1940489712","true","2011-12-13 06:52:57.000","7.216891284","-68.93619883","289793.1454-2288522.909","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3058","NaN"
"1940489713","true","2011-12-13 07:22:57.000","7.006675684","-68.84029449","282704.3074-2300226.148","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3054","NaN"
"1940489714","true","2011-12-13 07:52:57.000","6.783450686","-68.76480934","274738.8179-2309703.058","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3373","NaN"
"1940489715","true","2011-12-13 08:22:57.000","6.52334192","-68.66252097","265552.088-2322308.825","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3320","NaN"
"1940489716","true","2011-12-13 08:52:57.000","6.13840066","-68.54097685","251399.9778-2337580.438","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3378","NaN"
"1940489717","true","2011-12-13 09:22:57.000","5.844660395","-68.46439649","240286.583-2347376.853","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3406","NaN"
"1940489718","true","2011-12-13 09:52:57.000","5.416702141","-68.37540059","223688.644-2359038.605","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3557","NaN"
"1940489719","true","2011-12-13 10:22:57.000","4.992650746","-68.28572166","207098.4085-2370647.854","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3891","NaN"
"1940489720","true","2011-12-13 10:52:57.000","4.525271577","-68.18222188","188669.6459-2383832.091","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3688","NaN"
"1940489721","true","2011-12-13 11:22:57.000","4.285177223","-68.12776425","179135.2849-2390694.963","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3380","NaN"
"1940489722","true","2011-12-13 11:52:57.000","4.036864764","-68.07144223","169217.6336-2397753.78","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3877","NaN"
"1940489723","true","2011-12-13 12:22:57.000","3.626581904","-67.97802401","152706.9272-2409369.221","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4280","NaN"
"1940489724","true","2011-12-13 12:52:57.000","3.259592937","-67.87779298","137911.4208-2421534.19","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4130","NaN"
"1940489725","true","2011-12-13 13:22:57.000","2.940256668","-67.78779284","124931.5331-2432360.784","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4447","NaN"
"1940489726","true","2011-12-13 13:52:57.000","2.816307161","-67.76045077","119820.1768-2435693.322","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4484","NaN"
"1940489727","true","2011-12-13 14:22:57.000","2.78727814","-67.76076264","118584.4087-2435718.719","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4457","NaN"
"1940489728","true","2011-12-13 14:52:57.000","2.656786985","-67.7475677","113105.4719-2437463.333","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4270","NaN"
"1940489729","true","2011-12-13 15:22:57.000","2.615052205","-67.74806696","111327.4117-2437489.039","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4277","NaN"
"1940489730","true","2011-12-13 15:52:57.000","2.614362964","-67.75237645","111276.005-2437006.706","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4277","NaN"
"1940489731","true","2011-12-13 16:22:57.000","2.606457126","-67.75447941","110928.9942-2436786.014","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4289","NaN"
"1940489732","true","2011-12-13 16:52:57.000","2.485811624","-67.72990426","105917.4615-2439772.713","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4427","NaN"
"1940489733","true","2011-12-13 17:22:57.000","2.057256661","-67.64090762","88024.93151-2450491.268","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3493","NaN"
"1940489734","true","2011-12-13 17:52:57.000","1.748071374","-67.55715716","75087.30345-2460340.4","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4347","NaN"
"1940489735","true","2011-12-13 18:22:57.000","1.429702219","-67.47426878","61647.64648-2470036.614","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4456","NaN"
"1940489736","true","2011-12-13 18:52:57.000","1.143911614","-67.44437162","49393.54271-2473674.948","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4656","NaN"
"1940489737","true","2011-12-13 19:22:57.000","0.896205728","-67.41109837","38757.25069-2477607.221","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4456","NaN"
"1940489738","true","2011-12-13 19:52:57.000","0.749318141","-67.38123186","32449.29246-2481057.653","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4393","NaN"
"1940489739","true","2011-12-13 20:22:57.000","0.571170818","-67.35837813","24760.52975-2483717.329","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4510","NaN"
"1940489740","true","2011-12-13 20:52:57.000","0.393222263","-67.3277939","17070.13723-2487223.015","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4654","NaN"
"1940489741","true","2011-12-13 21:22:57.000","0.310558603","-67.30397647","13496.1973-2489924.816","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4680","NaN"
"1940489742","true","2011-12-13 21:52:57.000","0.258920795","-67.2927423","11257.86033-2491200.033","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4702","NaN"
"1940489743","true","2011-12-13 22:22:57.000","0.232481895","-67.28987661","10109.61364-2491527.418","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4709","NaN"
"1940489744","true","2011-12-13 22:52:57.000","0.167505204","-67.27679498","7288.376652-2493009.306","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4733","NaN"
"1940489745","true","2011-12-13 23:22:57.000","0.035473413","-67.24852367","1545.46776-2496200.978","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4659","NaN"
"1940489746","true","2011-12-13 23:52:57.000","-0.192748115","-67.19195743","-8418.84624-2502553.861","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4639","NaN"
"1940489747","true","2011-12-14 00:22:57.000","-0.342633152","-67.15284519","-14991.78839-2506926.016","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4729","NaN"
"1940489748","true","2011-12-14 00:52:57.000","-0.370511518","-67.15065179","-16213.17653-2507165.346","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4736","NaN"
"1940489749","true","2011-12-14 01:22:57.000","-0.428547664","-67.14271466","-18759.41358-2508041.163","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4760","NaN"
"1940489750","true","2011-12-14 01:52:57.000","-0.431227323","-67.14614024","-18873.80934-2507654.644","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4760","NaN"
"1940489751","true","2011-12-14 02:22:57.000","-0.643099522","-67.07893917","-28231.55743-2515133.517","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4803","NaN"
"1940489752","true","2011-12-14 02:52:57.000","-0.729284584","-67.04561203","-32062.5894-2518840.906","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4723","NaN"
"1940489753","true","2011-12-14 03:22:57.000","-0.735662665","-67.03678822","-32355.74168-2519830.969","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4712","NaN"
"1940489754","true","2011-12-14 03:52:57.000","-0.739035707","-67.03760651","-32502.89718-2519736.911","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4712","NaN"
"1940489755","true","2011-12-14 04:22:57.000","-0.740609661","-67.03962466","-32569.1782-2519508.752","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4712","NaN"
"1940489756","true","2011-12-14 04:52:57.000","-0.741033431","-67.04200849","-32584.3409-2519240.069","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4723","NaN"
"1940489757","true","2011-12-14 05:22:57.000","-0.750469098","-67.03122496","-33015.1242-2520449.016","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4700","NaN"
"1940489758","true","2011-12-14 05:52:57.000","-0.761316432","-67.02294279","-33504.69315-2521375.414","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4685","NaN"
"1940489759","true","2011-12-14 06:22:57.000","-0.765623125","-67.02076462","-33697.49275-2521618.185","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4685","NaN"
"1940489760","true","2011-12-14 06:52:57.000","-0.764608856","-67.02182979","-33651.2533-2521498.826","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4685","NaN"
"1940489761","true","2011-12-14 07:22:57.000","-0.802830975","-66.99911283","-35369.19264-2524034.198","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4672","NaN"
"1940489762","true","2011-12-14 07:52:57.000","-0.841690628","-66.97410172","-37122.44208-2526826.581","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4698","NaN"
"1940489763","true","2011-12-14 08:22:57.000","-0.865387142","-66.9341961","-38235.38578-2531305.975","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4767","NaN"
"1940489764","true","2011-12-14 08:52:57.000","-0.866323259","-66.93168721","-38281.01669-2531587.971","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4767","NaN"
"1940489765","true","2011-12-14 09:22:57.000","-0.86542194","-66.93316091","-38238.68462-2531422.563","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4767","NaN"
"1940489766","true","2011-12-14 09:52:57.000","-0.864369108","-66.93473822","-38189.48804-2531245.585","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4767","NaN"
"1940489767","true","2011-12-14 10:22:57.000","-0.871447863","-66.92904715","-38511.9685-2531881.937","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4767","NaN"
"1940489768","true","2011-12-14 10:52:57.000","-0.864789498","-66.91296872","-38245.07772-2533697.673","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4806","NaN"
"1940489769","true","2011-12-14 11:22:57.000","-0.940365108","-66.8649621","-41675.87597-2539053.579","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4843","NaN"
"1940489770","true","2011-12-14 11:52:57.000","-0.945312355","-66.86354229","-41897.75194-2539209.945","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4831","NaN"
"1940489771","true","2011-12-14 12:22:57.000","-0.967009783","-66.81013639","-42960.90281-2545211.783","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4886","NaN"
"1940489772","true","2011-12-14 12:52:57.000","-0.971330524","-66.79621236","-43179.44463-2546777.705","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4892","NaN"
"1940489773","true","2011-12-14 13:22:57.000","-0.968349097","-66.79233396","-43054.30903-2547217.038","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4892","NaN"
"1940489774","true","2011-12-14 13:52:57.000","-0.962436408","-66.79075769","-42794.4308-2547399.113","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4891","NaN"
"1940489775","true","2011-12-14 14:22:57.000","-1.024306111","-66.76696871","-45593.09956-2550032.498","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4809","NaN"
"1940489776","true","2011-12-14 14:52:57.000","-1.077276788","-66.67233901","-48151.20245-2560656.279","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4607","NaN"
"1940489777","true","2011-12-14 15:22:57.000","-1.195308817","-66.5532652","-53706.32358-2573978.541","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4681","NaN"
"1940489778","true","2011-12-14 15:52:57.000","-1.329378604","-66.44190591","-60020.678-2586407.215","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4700","NaN"
"1940489779","true","2011-12-14 16:22:57.000","-1.372268199","-66.33678072","-62240.92172-2598224.035","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4658","NaN"
"1940489780","true","2011-12-14 16:52:57.000","-1.423570894","-66.18192969","-65001.77684-2615648.497","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4715","NaN"
"1940489781","true","2011-12-14 17:22:57.000","-1.462697251","-66.10131796","-67020.4096-2624707.449","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4739","NaN"
"1940489782","true","2011-12-14 17:52:57.000","-1.480716774","-66.04441633","-68012.02862-2631113.993","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4845","NaN"
"1940489783","true","2011-12-14 18:22:57.000","-1.4489407","-65.98236414","-66730.15148-2638162.467","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4978","NaN"
"1940489784","true","2011-12-14 18:52:57.000","-1.462276654","-65.97845596","-67355.47208-2638588.491","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4977","NaN"
"1940489785","true","2011-12-14 19:22:57.000","-1.488773556","-65.96229307","-68623.17117-2640383.523","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4982","NaN"
"1940489786","true","2011-12-14 19:52:57.000","-1.490396257","-65.90350652","-68870.81481-2647025.549","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4942","NaN"
"1940489787","true","2011-12-14 20:22:57.000","-1.451810615","-65.88533423","-67140.22957-2649125.454","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4942","NaN"
"1940489788","true","2011-12-14 20:52:57.000","-1.342817698","-65.84301688","-62212.8631-2654032.512","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4940","NaN"
"1940489789","true","2011-12-14 21:22:57.000","-1.268659765","-65.80812584","-58865.06796-2658056.035","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4870","NaN"
"1940489790","true","2011-12-14 21:52:57.000","-1.240288542","-65.78742736","-57599.54503-2660425.55","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4855","NaN"
"1940489791","true","2011-12-14 22:22:57.000","-1.235438912","-65.78388519","-57383-2660831","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4855","NaN"
"1940489792","true","2011-12-14 22:52:57.000","-1.238814777","-65.78606555","-57534.44376-2660581.036","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4855","NaN"
"1940489793","true","2011-12-14 23:22:57.000","-1.134259766","-65.70694282","-52856.43949-2669631.21","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4819","NaN"
"1940489794","true","2011-12-14 23:52:57.000","-1.109609364","-65.63432461","-51867.01513-2677869.911","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4497","NaN"
"1940489795","true","2011-12-15 00:22:57.000","-1.074157372","-65.51864461","-50455.55278-2690994.454","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-3888","NaN"
"1940489796","true","2011-12-15 00:52:57.000","-1.135927296","-65.40181203","-53618.9564-2704167.244","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4908","NaN"
"1940489797","true","2011-12-15 01:22:57.000","-1.187188665","-65.30623245","-56262.65552-2714944.517","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4790","NaN"
"1940489798","true","2011-12-15 01:52:57.000","-1.233344825","-65.18563186","-58743.94547-2728563.985","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4682","NaN"
"1940489799","true","2011-12-15 02:22:57.000","-1.238463349","-65.12312202","-59140.88256-2735644.317","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4811","NaN"
"1940489800","true","2011-12-15 02:52:57.000","-1.237840243","-65.11541524","-59130.01022-2736518.651","true","1112","1","gps","Thalassoica antarctica","4155777GPS","4155777","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","NaN","-4811","NaN"
